ID,Nombre Español,Nombre Ingles,region,sub-region,intermediate-region,alpha-2,alpha-3,Latitude (average),Longitude (average),WORLDPOB_SN,WORLDMPOB_Country (or dependency),WORLDMPOB_#,WORLD_SN,"WORLDM_Country,Other",ECDC_SN,ECDC_countriesAndTerritories,OURWOR_SN,OURWORLD_Entity,JHONH_SN,JHONH_Country/Region,Early_SN,Early_COUNTRY,Tipo,Nombre común,"Estado
(forma oficial)",Forma de gobierno,Capital,Continente,Mapa Google,Wikipedia,MapUbicaciónWIKI,Noticias BING,Videos BING
211,Islas Vírgenes Británicas,British Virgin Islands,Americas,Latin America and the Caribbean,Caribbean,VG,VGB,18.5,-64.5,S,British Virgin Islands,220.0,S,British Virgin Islands,S,British_Virgin_Islands,S,British Virgin Islands,N,British Virgin Islands,N,British Virgin Islands,Territorio asociado a estados soberanos,,n/d,n/d,Road Town,América,https://www.google.com/maps/place/Islas Vírgenes Británicas,https://es.wikipedia.org/wiki/Islas Vírgenes Británicas,https://commons.wikimedia.org/wiki/File:British Virgin Islands_in_its_region.svg#/media/File:British Virgin Islands_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +British Virgin Islands&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +British Virgin Islands&FORM=HDRSC4
212,Islas Vírgenes de los Estados Unidos ,United States Virgin Islands,Americas,Latin America and the Caribbean,Caribbean,VI,VIR,18.3333,-64.8333,S,U.S. Virgin Islands,199.0,N,United States Virgin Islands,S,United_States_Virgin_Islands,S,United States Virgin Islands,N,United States Virgin Islands,S,US Virgin Islands,Territorio asociado a estados soberanos,,n/d,n/d,Carlota Amalia,América,https://www.google.com/maps/place/Islas Vírgenes de los Estados Unidos ,https://es.wikipedia.org/wiki/Islas Vírgenes de los Estados Unidos ,https://commons.wikimedia.org/wiki/File:United States Virgin Islands_in_its_region.svg#/media/File:United States Virgin Islands_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +United States Virgin Islands&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +United States Virgin Islands&FORM=HDRSC4
213,Caribe Neerlandés,Caribbean Netherlands,Americas,Latin America and the Caribbean,Caribbean,BQ,BES,17.4904523,-62.9774671,S,Caribbean Netherlands,221.0,S,Caribbean Netherlands,N,Caribbean Netherlands,N,Caribbean Netherlands,N,Caribbean Netherlands,N,Caribbean Netherlands,Territorio asociado a estados soberanos,,n/d,n/d,Oranjestad,América,https://www.google.com/maps/place/Caribe Neerlandés,https://es.wikipedia.org/wiki/Caribe Neerlandés,https://commons.wikimedia.org/wiki/File:Caribbean Netherlands_in_its_region.svg#/media/File:Caribbean Netherlands_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Caribbean Netherlands&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Caribbean Netherlands&FORM=HDRSC4
214,Islas Caimán,Cayman Islands,Americas,Latin America and the Caribbean,Caribbean,KY,CYM,19.5,-80.5,S,Cayman Islands,205.0,S,Cayman Islands,S,Cayman_Islands,S,Cayman Islands,N,Cayman Islands,N,Cayman Islands,Territorio asociado a estados soberanos,,n/d,n/d,George Town,América,https://www.google.com/maps/place/Islas Caimán,https://es.wikipedia.org/wiki/Islas Caimán,https://commons.wikimedia.org/wiki/File:Cayman Islands_in_its_region.svg#/media/File:Cayman Islands_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Cayman Islands&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Cayman Islands&FORM=HDRSC4
215,Islas del Canal,Channel Islands,Europe,Western Europe,,GB,,49.4270854,-2.3682345,S,Channel Islands,190.0,S,Channel Islands,N,Channel Islands,N,Channel Islands,N,Channel Islands,N,Channel Islands,Territorio asociado a estados soberanos,,n/d,n/d,Saint Peter Port,Europa,https://www.google.com/maps/place/Islas del Canal,https://es.wikipedia.org/wiki/Islas del Canal,https://commons.wikimedia.org/wiki/File:Channel Islands_in_its_region.svg#/media/File:Channel Islands_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Channel Islands&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Channel Islands&FORM=HDRSC4
216,Polinesia Francesa,French Polynesia,Oceania,Polynesia,,PF,PYF,-15.0,-140.0,S,French Polynesia,185.0,S,French Polynesia,S,Gabon,S,French Polynesia,N,French Polynesia,S,French Polynesia,Territorio asociado a estados soberanos,,n/d,n/d,Papeete,Oceanía,https://www.google.com/maps/place/Polinesia Francesa,https://es.wikipedia.org/wiki/Polinesia Francesa,https://commons.wikimedia.org/wiki/File:French Polynesia_in_its_region.svg#/media/File:French Polynesia_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +French Polynesia&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +French Polynesia&FORM=HDRSC4
217,Gibraltar,Gibraltar,Europe,Southern Europe,,GI,GIB,36.1833,-5.3667,S,Gibraltar,219.0,S,Gibraltar,S,Greece,S,Gibraltar,N,Gibraltar,N,Gibraltar,Territorio asociado a estados soberanos,,n/d,n/d,Gibraltar,Europa,https://www.google.com/maps/place/Gibraltar,https://es.wikipedia.org/wiki/Gibraltar,https://commons.wikimedia.org/wiki/File:Gibraltar_in_its_region.svg#/media/File:Gibraltar_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Gibraltar&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Gibraltar&FORM=HDRSC4
218,Guadalupe (Francia),Guadeloupe,Americas,Latin America and the Caribbean,Caribbean,GP,GLP,16.25,-61.5833,S,Guadeloupe,176.0,S,Guadeloupe,N,Guadeloupe,N,Guadeloupe,N,Guadeloupe,N,Guadeloupe,Territorio asociado a estados soberanos,,n/d,n/d,Basse-Terre,América,https://www.google.com/maps/place/Guadalupe (Francia),https://es.wikipedia.org/wiki/Guadalupe (Francia),https://commons.wikimedia.org/wiki/File:Guadeloupe_in_its_region.svg#/media/File:Guadeloupe_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Guadeloupe&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Guadeloupe&FORM=HDRSC4
219,Isla de Man,Isle of Man,Europe,Northern Europe,,IM,IMN,54.23,-4.55,S,Isle of Man,202.0,S,Isle of Man,S,Isle_of_Man,S,Isle of Man,N,Isle of Man,N,Isle of Man,Territorio asociado a estados soberanos,,n/d,n/d,Douglas,Europa,https://www.google.com/maps/place/Isla de Man,https://es.wikipedia.org/wiki/Isla de Man,https://commons.wikimedia.org/wiki/File:Isle of Man_in_its_region.svg#/media/File:Isle of Man_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Isle of Man&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Isle of Man&FORM=HDRSC4
220,Macao,Macao,Asia,Eastern Asia,,MO,MAC,22.1667,113.55,S,Macao,167.0,S,Macao,N,Macao,N,Macao,N,Macao,N,Macao,Territorio asociado a estados soberanos,,n/d,n/d,Ciudad de Macao,Asia,https://www.google.com/maps/place/Macao,https://es.wikipedia.org/wiki/Macao,https://commons.wikimedia.org/wiki/File:Macao_in_its_region.svg#/media/File:Macao_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Macao&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Macao&FORM=HDRSC4
221,Martinica,Martinique,Americas,Latin America and the Caribbean,Caribbean,MQ,MTQ,14.6667,-61.0,S,Martinique,179.0,S,Martinique,N,Martinique,N,Martinique,N,Martinique,N,Martinique,Territorio asociado a estados soberanos,,n/d,n/d,Fort-de-France,América,https://www.google.com/maps/place/Martinica,https://es.wikipedia.org/wiki/Martinica,https://commons.wikimedia.org/wiki/File:Martinique_in_its_region.svg#/media/File:Martinique_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Martinique&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Martinique&FORM=HDRSC4
222,Mayotte,Mayotte,Africa,Sub-Saharan Africa,Eastern Africa,YT,MYT,-12.8333,45.1667,S,Mayotte,186.0,S,Mayotte,N,Mayotte,N,Mayotte,N,Mayotte,N,Mayotte,Territorio asociado a estados soberanos,,n/d,n/d,Mamoudzou,África,https://www.google.com/maps/place/Mayotte,https://es.wikipedia.org/wiki/Mayotte,https://commons.wikimedia.org/wiki/File:Mayotte_in_its_region.svg#/media/File:Mayotte_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Mayotte&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Mayotte&FORM=HDRSC4
223,Montserrat,Montserrat,Americas,Latin America and the Caribbean,Caribbean,MS,MSR,16.75,-62.2,S,Montserrat,231.0,S,Montserrat,S,Montserrat,S,Montserrat,N,Montserrat,N,Montserrat,Territorio asociado a estados soberanos,,n/d,n/d,Brades,América,https://www.google.com/maps/place/Montserrat,https://es.wikipedia.org/wiki/Montserrat,https://commons.wikimedia.org/wiki/File:Montserrat_in_its_region.svg#/media/File:Montserrat_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Montserrat&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Montserrat&FORM=HDRSC4
224,Nueva Caledonia,New Caledonia,Oceania,Melanesia,,NC,NCL,-21.5,165.5,S,New Caledonia,184.0,S,New Caledonia,S,New_Caledonia,S,New Caledonia,N,New Caledonia,S,New Caledonia,Territorio asociado a estados soberanos,,n/d,n/d,Numea,Oceanía,https://www.google.com/maps/place/Nueva Caledonia,https://es.wikipedia.org/wiki/Nueva Caledonia,https://commons.wikimedia.org/wiki/File:New Caledonia_in_its_region.svg#/media/File:New Caledonia_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +New Caledonia&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +New Caledonia&FORM=HDRSC4
225,Reunión (Francia),Réunion,Africa,Sub-Saharan Africa,Eastern Africa,RE,REU,-21.1,55.6,S,Réunion,162.0,S,Réunion,N,Réunion,S,Romania,N,Réunion,S,R?union,Territorio asociado a estados soberanos,,n/d,n/d,Saint-Denis,África,https://www.google.com/maps/place/Reunión (Francia),https://es.wikipedia.org/wiki/Reunión (Francia),https://commons.wikimedia.org/wiki/File:Réunion_in_its_region.svg#/media/File:Réunion_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Réunion&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Réunion&FORM=HDRSC4
226,San Bartolomé (Francia),Saint Barthélemy,Americas,Latin America and the Caribbean,Caribbean,BL,BLM,17.9041497,-62.8467333,S,Saint Barthelemy,228.0,S,St. Barth,N,Saint Barthélemy,N,Saint Barthélemy,N,Saint Barthélemy,N,Saint Barthélemy,Territorio asociado a estados soberanos,,n/d,n/d,Gustavia,América,https://www.google.com/maps/place/San Bartolomé (Francia),https://es.wikipedia.org/wiki/San Bartolomé (Francia),https://commons.wikimedia.org/wiki/File:Saint Barthélemy_in_its_region.svg#/media/File:Saint Barthélemy_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Saint Barthélemy&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Saint Barthélemy&FORM=HDRSC4
227,Isla de San Martín,Saint Martin,Americas,Latin America and the Caribbean,Caribbean,MF,MAF,18.0718819,-63.0625924,S,Saint Martin,216.0,S,Saint Martin,N,Saint Martin,N,Saint Martin,N,Saint Martin,S,Saint Martin,Territorio asociado a estados soberanos,,n/d,n/d,Marigot,América,https://www.google.com/maps/place/Isla de San Martín,https://es.wikipedia.org/wiki/Isla de San Martín,https://commons.wikimedia.org/wiki/File:Saint Martin_in_its_region.svg#/media/File:Saint Martin_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Saint Martin&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Saint Martin&FORM=HDRSC4
228,Islas Turcas y Caicos,Turks and Caicos Islands,Americas,Latin America and the Caribbean,Caribbean,TC,TCA,21.75,-71.5833,S,Turks and Caicos,215.0,S,Turks and Caicos,S,Turks_and_Caicos_islands,S,Turks and Caicos Islands,N,Turks and Caicos Islands,N,Turks and Caicos Islands,Territorio asociado a estados soberanos,,n/d,n/d,Cockburn Town,América,https://www.google.com/maps/place/Islas Turcas y Caicos,https://es.wikipedia.org/wiki/Islas Turcas y Caicos,https://commons.wikimedia.org/wiki/File:Turks and Caicos Islands_in_its_region.svg#/media/File:Turks and Caicos Islands_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Turks and Caicos Islands&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Turks and Caicos Islands&FORM=HDRSC4
229,Guam,Guam,Oceania,Micronesia,,GU,GUM,13.4667,144.7833,S,Guam,191.0,N,Guam,S,Guam,S,Guam,N,Guam,N,Guam,Territorio asociado a estados soberanos,,n/d,n/d,Agaña,Oceanía,https://www.google.com/maps/place/Guam,https://es.wikipedia.org/wiki/Guam,https://commons.wikimedia.org/wiki/File:Guam_in_its_region.svg#/media/File:Guam_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Guam&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Guam&FORM=HDRSC4
230,Bailía de Guernsey,Guernsey,Europe,Northern Europe,Channel Islands,GG,GGY,49.5,-2.56,N,Guernsey,,N,Guernsey,S,Guernsey,S,Guernsey,N,Guernsey,N,Guernsey,Territorio asociado a estados soberanos,,n/d,n/d,	Saint Peter Port,Europa,https://www.google.com/maps/place/Bailía de Guernsey,https://es.wikipedia.org/wiki/Bailía de Guernsey,https://commons.wikimedia.org/wiki/File:Guernsey_in_its_region.svg#/media/File:Guernsey_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Guernsey&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Guernsey&FORM=HDRSC4
231,Jersey,Jersey,Europe,Northern Europe,Channel Islands,JE,JEY,49.21,-2.13,N,Jersey,,N,Jersey,S,Jersey,S,Jersey,N,Jersey,N,Jersey,Territorio asociado a estados soberanos,,n/d,n/d,Saint Helier,Europa,https://www.google.com/maps/place/Jersey,https://es.wikipedia.org/wiki/Jersey,https://commons.wikimedia.org/wiki/File:Jersey_in_its_region.svg#/media/File:Jersey_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Jersey&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Jersey&FORM=HDRSC4
232,Islas Malvinas,Falkland Islands,Americas,Latin America and the Caribbean,South America,FK,FLK,-51.75,-59.0,S,Falkland Islands,232.0,N,Falkland Islands,S,Falkland_Islands_(Malvinas),N,Falkland Islands,N,Falkland Islands,N,Falkland Islands,Territorio asociado a estados soberanos,,n/d,n/d,Puerto Argentino/Stanley,América,https://www.google.com/maps/place/Islas Malvinas,https://es.wikipedia.org/wiki/Islas Malvinas,https://commons.wikimedia.org/wiki/File:Falkland Islands_in_its_region.svg#/media/File:Falkland Islands_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Falkland Islands&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Falkland Islands&FORM=HDRSC4
233,Santa Elena,Saint Helena,Africa,Sub-Saharan Africa,Western Africa,SH,SHN,-15.9333,-5.7,S,Saint Helena,229.0,N,Saint Helena,N,Saint Helena,N,Saint Helena,N,Saint Helena,N,Saint Helena,Territorio asociado a estados soberanos,,n/d,n/d,Jamestown,África,https://www.google.com/maps/place/Santa Elena,https://es.wikipedia.org/wiki/Santa Elena,https://commons.wikimedia.org/wiki/File:Saint Helena_in_its_region.svg#/media/File:Saint Helena_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Saint Helena&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Saint Helena&FORM=HDRSC4
234,San Pedro y Miquelón,Saint Pierre & Miquelon,Americas,Northern America,,PM,SPM,46.8333,-56.3333,S,Saint Pierre & Miquelon,230.0,N,Saint Pierre & Miquelon,N,Saint Pierre & Miquelon,N,Saint Pierre & Miquelon,N,Saint Pierre & Miquelon,N,Saint Pierre & Miquelon,Territorio asociado a estados soberanos,,n/d,n/d,Saint-Pierre,América,https://www.google.com/maps/place/San Pedro y Miquelón,https://es.wikipedia.org/wiki/San Pedro y Miquelón,https://commons.wikimedia.org/wiki/File:Saint Pierre & Miquelon_in_its_region.svg#/media/File:Saint Pierre & Miquelon_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Saint Pierre & Miquelon&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Saint Pierre & Miquelon&FORM=HDRSC4
235,Tokelau,Tokelau,Oceania,Polynesia,,TK,TKL,-9.0,-172.0,S,Tokelau,234.0,N,Tokelau,N,Tokelau,N,Tokelau,N,Tokelau,N,Tokelau,Territorio asociado a estados soberanos,,n/d,n/d,Atafu,Oceanía,https://www.google.com/maps/place/Tokelau,https://es.wikipedia.org/wiki/Tokelau,https://commons.wikimedia.org/wiki/File:Tokelau_in_its_region.svg#/media/File:Tokelau_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Tokelau&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Tokelau&FORM=HDRSC4
236,Wallis y Futuna,Wallis & Futuna,Oceania,Polynesia,,WF,WLF,-13.3,-176.2,S,Wallis & Futuna,226.0,N,Wallis & Futuna,N,Wallis & Futuna,N,Wallis & Futuna,N,Wallis & Futuna,N,Wallis & Futuna,Territorio asociado a estados soberanos,,n/d,n/d,Mata Utu,Oceanía,https://www.google.com/maps/place/Wallis y Futuna,https://es.wikipedia.org/wiki/Wallis y Futuna,https://commons.wikimedia.org/wiki/File:Wallis & Futuna_in_its_region.svg#/media/File:Wallis & Futuna_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Wallis & Futuna&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Wallis & Futuna&FORM=HDRSC4
237,Sahara Occidental,Western Sahara,Africa,Northern Africa,,EH,ESH,24.5,-13.0,S,Western Sahara,170.0,N,Western Sahara,N,Western Sahara,N,Western Sahara,N,Western Sahara,N,Western Sahara,Territorio no autónomo,,n/d,n/d,El Aaiún,África,https://www.google.com/maps/place/Sahara Occidental,https://es.wikipedia.org/wiki/Sahara Occidental,https://commons.wikimedia.org/wiki/File:Western Sahara_in_its_region.svg#/media/File:Western Sahara_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Western Sahara&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Western Sahara&FORM=HDRSC4
238,Samoa Americana,American Samoa,Oceania,Polynesia,,AS,ASM,-14.3333,-170.0,S,American Samoa,210.0,N,American Samoa,N,American Samoa,N,American Samoa,N,American Samoa,N,American Samoa,Territorio no autónomo,,n/d,n/d,Pago Pago,Oceanía,https://www.google.com/maps/place/Samoa Americana,https://es.wikipedia.org/wiki/Samoa Americana,https://commons.wikimedia.org/wiki/File:American Samoa_in_its_region.svg#/media/File:American Samoa_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +American Samoa&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +American Samoa&FORM=HDRSC4
239,Antártida,Antarctica,Antarctic ,Antarctic ,,AQ,ATA,-90.0,0.0,N,Antarctica,,N,Antarctica,N,Antarctica,N,Antarctica,N,Antarctica,N,Antarctica,n/d,,n/d,n/d,n/d,Antártico,https://www.google.com/maps/place/Antártida,https://es.wikipedia.org/wiki/Antártida,https://commons.wikimedia.org/wiki/File:Antarctica_in_its_region.svg#/media/File:Antarctica_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Antarctica&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Antarctica&FORM=HDRSC4
240,Isla Bouvet,Bouvet Island,Americas,Latin America and the Caribbean,South America,BV,BVT,-54.4333,3.4,N,Bouvet Island,,N,Bouvet Island,N,Bouvet Island,N,Bouvet Island,N,Bouvet Island,N,Bouvet Island,Territorio asociado a estados soberanos,,n/d,n/d,n/d,América,https://www.google.com/maps/place/Isla Bouvet,https://es.wikipedia.org/wiki/Isla Bouvet,https://commons.wikimedia.org/wiki/File:Bouvet Island_in_its_region.svg#/media/File:Bouvet Island_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Bouvet Island&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Bouvet Island&FORM=HDRSC4
241,Territorio Británico del Océano Índico ,British Indian Ocean Territory,Africa,Sub-Saharan Africa,Eastern Africa,IO,IOT,-6.0,71.5,N,British Indian Ocean Territory,,N,British Indian Ocean Territory,N,British Indian Ocean Territory,N,British Indian Ocean Territory,N,British Indian Ocean Territory,N,British Indian Ocean Territory,Territorio asociado a estados soberanos,,n/d,n/d,Camp Justice,África,https://www.google.com/maps/place/Territorio Británico del Océano Índico ,https://es.wikipedia.org/wiki/Territorio Británico del Océano Índico ,https://commons.wikimedia.org/wiki/File:British Indian Ocean Territory_in_its_region.svg#/media/File:British Indian Ocean Territory_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +British Indian Ocean Territory&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +British Indian Ocean Territory&FORM=HDRSC4
242,Islas Cocos,Cocos (Keeling) Islands,Oceania,Australia and New Zealand,,CC,CCK,-12.5,96.8333,N,Cocos (Keeling) Islands,,N,Cocos (Keeling) Islands,N,Cocos (Keeling) Islands,N,Cocos (Keeling) Islands,N,Cocos (Keeling) Islands,N,Cocos (Keeling) Islands,Territorio asociado a estados soberanos,,n/d,n/d,West Island​,Oceanía,https://www.google.com/maps/place/Islas Cocos,https://es.wikipedia.org/wiki/Islas Cocos,https://commons.wikimedia.org/wiki/File:Cocos (Keeling) Islands_in_its_region.svg#/media/File:Cocos (Keeling) Islands_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Cocos (Keeling) Islands&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Cocos (Keeling) Islands&FORM=HDRSC4
243,Isla de Navidad,Christmas Island,Oceania,Australia and New Zealand,,CX,CXR,-10.5,105.6667,N,Christmas Island,,N,Christmas Island,N,Christmas Island,N,Christmas Island,N,Christmas Island,N,Christmas Island,Territorio asociado a estados soberanos,,n/d,n/d,Flying Fish Cove,Oceanía,https://www.google.com/maps/place/Isla de Navidad,https://es.wikipedia.org/wiki/Isla de Navidad,https://commons.wikimedia.org/wiki/File:Christmas Island_in_its_region.svg#/media/File:Christmas Island_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Christmas Island&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Christmas Island&FORM=HDRSC4
244,Territorios Australes Franceses,French Southern Territories,Africa,Sub-Saharan Africa,Eastern Africa,TF,ATF,-43.0,67.0,N,French Southern Territories,,N,French Southern Territories,N,French Southern Territories,N,French Southern Territories,N,French Southern Territories,N,French Southern Territories,Territorio asociado a estados soberanos,,n/d,n/d,Saint-Pierre,África,https://www.google.com/maps/place/Territorios Australes Franceses,https://es.wikipedia.org/wiki/Territorios Australes Franceses,https://commons.wikimedia.org/wiki/File:French Southern Territories_in_its_region.svg#/media/File:French Southern Territories_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +French Southern Territories&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +French Southern Territories&FORM=HDRSC4
245,Islas Heard y McDonald,Heard Island and McDonald Islands,Oceania,Australia and New Zealand,,HM,HMD,-53.1,72.5167,N,Heard Island and McDonald Islands,,N,Heard Island and McDonald Islands,N,Heard Island and McDonald Islands,N,Heard Island and McDonald Islands,N,Heard Island and McDonald Islands,N,Heard Island and McDonald Islands,Territorio asociado a estados soberanos,,n/d,n/d,Denguna,Oceanía,https://www.google.com/maps/place/Islas Heard y McDonald,https://es.wikipedia.org/wiki/Islas Heard y McDonald,https://commons.wikimedia.org/wiki/File:Heard Island and McDonald Islands_in_its_region.svg#/media/File:Heard Island and McDonald Islands_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Heard Island and McDonald Islands&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Heard Island and McDonald Islands&FORM=HDRSC4
246,Antillas Neerlandesas,Netherlands Antilles,Americas,Latin America and the Caribbean,Caribbean, AN, ANT,12.25,-68.75,N,Netherlands Antilles,,N,Netherlands Antilles,N,Netherlands Antilles,N,Netherlands Antilles,N,Netherlands Antilles,N,Netherlands Antilles,Territorio asociado a estados soberanos,,n/d,n/d,Willemstad,América,https://www.google.com/maps/place/Antillas Neerlandesas,https://es.wikipedia.org/wiki/Antillas Neerlandesas,https://commons.wikimedia.org/wiki/File:Netherlands Antilles_in_its_region.svg#/media/File:Netherlands Antilles_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Netherlands Antilles&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Netherlands Antilles&FORM=HDRSC4
247,Isla Norfolk,Norfolk Island,Oceania,Australia and New Zealand,,NF,NFK,-29.0333,167.95,N,Norfolk Island,,N,Norfolk Island,N,Norfolk Island,N,Norfolk Island,N,Norfolk Island,N,Norfolk Island,Territorio asociado a estados soberanos,,n/d,n/d,Kingston,Oceanía,https://www.google.com/maps/place/Isla Norfolk,https://es.wikipedia.org/wiki/Isla Norfolk,https://commons.wikimedia.org/wiki/File:Norfolk Island_in_its_region.svg#/media/File:Norfolk Island_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Norfolk Island&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Norfolk Island&FORM=HDRSC4
248,Islas Pitcairn,Pitcairn,Oceania,Polynesia,,PN,PCN,-24.7,-127.4,N,Pitcairn,,N,Pitcairn,N,Pitcairn,N,Pitcairn,N,Pitcairn,N,Pitcairn,Territorio asociado a estados soberanos,,n/d,n/d,Adamstown,Oceanía,https://www.google.com/maps/place/Islas Pitcairn,https://es.wikipedia.org/wiki/Islas Pitcairn,https://commons.wikimedia.org/wiki/File:Pitcairn_in_its_region.svg#/media/File:Pitcairn_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Pitcairn&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Pitcairn&FORM=HDRSC4
